Product,Category,Sub-Category,Unit Size,Pack Size,Manufacturer,Manufacturer Code,Distributors,Distributor Code,EO32 Eligible ,Certifications,NY Grown & Certified Verification,Product Info,Product Formulation Statement OR NY Grown & Certified Certificate,Retail Size Packs Available,Vegan,Distribution Notes,Notes,Record Last Modified,Vendor Contact List copy,Vendor Contact List copy,Vendor Contact List copy,Vendor Contact List copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Vendor Contact List
"Applesauce Cup, Birthday Cake, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A1525,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:16am,,,,,,,,,
"Applesauce Cup, Cherry, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A3810,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Cinnamon, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A3500,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Mango Peach, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A1555,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Original, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A1490,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Peach, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A3700,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Pink Lemonade, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A3800,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Rock'n Blue Raspberry, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A1510,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Strawberry Banana, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A1520,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Strawberry, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A1580,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Applesauce Cup, Wild Watermelon, No Added Sugar","Produce, Processed",Processed Fruit,4.5 oz. ,96/case,Zee Zee's,A1500,"American Fruit and Vegetable Co.,Renzi Foodservice,US Foods Albany,Driscoll Foods - Metro NY,Thurston Foods,Mivila Foods,Latina Boulevard,Ace Endico",,No,NY Grown & Certified ,NY Grown & Certified Certificate Zee Zees Apples.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/HopEQ7Y095aD8MMnIQJNTw/em3-JdG1EPNa5cbnG9jTuEhhj9Beyn_P3EHyNKVEqwKD1AABSde05F3uP9pPsQiP2KGKf143BNljItWyUCvBxFxMQ7IZDu4qSU_agmFcOUGB0r3nBodac_rvJE-0sC-W7LPmZ2TJlttAq2maE3BeOOtb25ZvJqvrsKivWfcuOEUroi3mPCS5NJEhSe9r-9OB/llZlXiPeGxjEBqZLlQ0ROpwCJo8sA6U1dkxbZnJqG84),2021_Zee Zees K12 Nutritional - Digital.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/cuUqpFFkuI0NcJ-0pH01Aw/PWizspsen8Oop7yC2ElCibdq-5xKIojvu1u7Lbp1jafLh3gkKlxntiRCvAZ0CppMp6jE8ZHHZbOXrPJhDEO-P_NtdawaFrQoRx8xchPRS0r344rb9sSyIfibZGZCJ8Q9tQQbAFmTthBi_wFwHg6P3a5Xz3e4CrUXxKm4iVCTr0muQDsIe9OwXBYgxVBnK5lR/f4wR34IxHk_ATdKgvFlQBYFvsoixMrJGgVuSSwGwLZc),,,,,,8/16/2024 10:17am,,,,,,,,,
"Blueberries, Frozen","Produce, Processed",Frozen Fruit,Small & Large Packages,"SM: 24 ounce bag, LG: 2, 6# bags",Childs Blueberry Farm,,Childs Blueberry Farm,,Still Under Review,,,,,,,,"Documentation available upon request from farm
",2/27/2024 1:32pm,,,Childs Blueberry Farm,"Self distribute, Childs Blueberry Farm",,,,,
"Cabbage, Shredded","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Cabbage, Quartered","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",1/4 head cabbage,16 quarters/cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Onions, Diced","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Peppers, Sliced","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Butternut Squash, Diced","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Zucchini, Coined","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
Broccoli Florets,"Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb. ,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
Cauliflower Florets,"Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Potatoes, Cubed","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Potatoes, Wedged","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
Diced Mirepoix,"Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",10 lb.,10 lb. cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
"Corn, Halved","Produce, Processed","Fresh Vegetables,Minimally Processed Vegetables",1/2 ear corn,60 1/2 ears/cs,Eden Valley Growers,,Eden Valley Growers,,Yes,,,Seasonality chart.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/IGwLNAT46-hlNWjfVleu7Q/F7BvjZ0CRW2RodZRs4mflYyES6B8IUap4iA2g97JHiYnmb5l082H-YEgWCduHDaAs0vkDuguQc1nvavRoBZW2ShoPXDzhJUE1gSSRF8eMp2bVdzjImjmYVDNW2FqTXnZYE14e7dJ95RnnC6mLEjTT4pApyp5WR2XX_F5HM20rIc/PyH1oAiIp9oei8GAM1zjFb-UQPoAxc4JOa_aZabBVHM),,,,,PFS available upon request,12/10/2024 9:43am,,,,,,,,,
